id,labels
323,"298,111"
324,"302,315"
325,"193,136"
326,"28,364"
327,"199,329"
328,"1,72"
329,"380,199"
330,"32,43"
331,"129,220"
332,"373,476"
333,"123,405"
334,"209,271"
335,"90,189"
336,"32,43"
337,"116,170"
338,"148,68"
339,"86,451"
340,"220,221"
341,"32,225"
342,"129,289"
343,"6,133,5"
344,"250,32"
345,"145,510"
346,"460,530"
347,"287,220"
348,"188,32"
349,"300,526"
350,"69,11"
351,"99,231"
352,"499,204"
353,"291,25"
354,"267,301"
355,"370,10"
356,"289,49"
357,"197,448"
358,"252,27"
359,"64,323"
360,"153,62"
361,"145,524"
362,"122,148"
363,"307,329"
364,"508,220"
365,"414,400"
366,"307,103"
367,"370,432"
368,"153,186"
369,"199,35"
370,"174,4,7"
371,"65,64"
372,"118,141"
373,"226,131"
374,"369,206,8"
375,"55,44"
376,"405,489"
377,"81,227"
378,"224,161"
379,"508,359"
380,"472,192"
381,"148,199"
382,"329,356"
383,"199,329"
384,"65,64,17"
385,"220,510"
386,"220,510"
387,"317,165"
388,"212,403"
389,"99,150"
390,"220,83"
391,"405,94"
392,"216,455"
393,"65,64"
394,"205,59"
395,"68,190"
396,"20,66"
397,"148,154"
398,"337,483"
399,"170,199"
400,"44,264"
401,"199,329"
402,"148,154"
403,"272,361"
404,"300,28"
405,"235,453"
406,"333,42"
407,"193,40,76"
408,"187,329"
409,"199,148"
410,"136,83"
411,"15,16"
412,"49,181"
413,"32,20"
414,"369,206,8"
415,"40,131"
416,"282,144"
417,"220,425"
418,"478,31"
419,"190,246"
420,"329,260"
421,"220,65"
422,"370,64"
423,"472,294"
424,"501,27"
425,"363,321"
426,"336,333,420"
427,"32,459"
428,"83,370"
429,"307,155"
430,"129,40"
431,"405,350"
432,"61,12"
433,"524,338,79"
434,"153,419"
435,"455,148"
436,"497,521"
437,"220,221"
438,"155,309"
439,"339,337"
440,"20,32"
441,"205,59"
442,"503,65"
443,"417,329"
444,"370,0"
445,"407,294"
446,"383,341"
447,"220,129"
448,"65,64"
449,"405,129"
450,"252,429"
451,"216,497"
452,"405,336"
453,"302,315"
454,"303,72"
455,"199,169"
456,"193,47"
457,"65,64,369"
458,"77,31"
459,"374,472"
460,"27,405"
461,"148,154"
462,"197,448"
463,"185,184"
464,"365,490"
465,"405,9"
466,"350,67"
467,"289,402"
468,"11,90"
469,"426,483"
470,"171,220"
471,"429,409,252"
472,"65,64"
473,"484,279"
474,"350,26"
475,"276,348"
476,"82,39"
477,"199,168"
478,"20,288"
479,"199,65"
480,"288,40"
481,"264,145"
482,"131,142"
483,"511,246"
484,"148,154"
485,"369,206,8"
486,"65,64,299"
487,"129,403"
488,"246,152"
489,"151,315,324"
490,"65,489,64"
491,"123,405"
492,"239,233"
493,"68,256"
494,"148,154"
495,"482,414"
496,"40,288"
497,"370,220"
498,"369,206"
499,"59,205"
500,"148,154"
501,"33,379"
502,"405,336"
503,"64,65"
504,"18,17"
505,"193,40"
506,"65,64"
507,"199,329"
508,"268,28"
509,"148,154"
510,"60,323"
511,"151,186"
512,"27,231"
513,"12,61"
514,"123,435"
515,"186,143"
516,"17,18"
517,"32,181"
518,"148,154"
519,"15,16"
520,"205,59"
521,"347,277"
522,"402,25"
523,"40,131"
524,"32,66"
525,"49,9"
526,"32,231"
527,"134,131,226"
528,"334,300"
529,"129,82"
530,"64,65"
531,"220,65"
532,"0,25"
533,"279,484"
534,"199,129"
535,"250,309"
536,"148,154"
537,"369,206"
538,"405,136"
539,"32,200"
540,"235,453"
541,"307,155"
542,"88,246"
543,"294,472"
544,"404,126"
545,"67,151"
546,"65,64,299"
547,"32,180"
548,"15,46"
549,"239,233"
550,"224,236"
551,"369,206"
552,"408,288"
553,"220,510"
554,"12,61"
555,"181,65"
556,"181,323"
557,"88,231"
558,"473,93"
559,"405,129"
560,"220,221"
561,"383,278"
562,"220,287"
563,"455,376"
564,"148,11"
565,"32,20"
566,"501,346"
567,"370,0"
568,"118,479"
569,"11,155"
570,"65,64"
571,"175,237"
572,"278,13"
573,"20,32"
574,"65,90"
575,"499,244"
576,"65,64"
577,"511,44"
578,"148,154"
579,"109,221"
580,"250,309"
581,"412,68"
582,"475,372"
583,"126,331"
584,"170,199"
585,"369,206"
586,"220,510"
587,"151,268"
588,"268,290"
589,"85,3"
590,"49,129"
591,"90,65,64"
592,"155,78"
593,"43,137"
594,"220,221"
595,"459,236"
596,"63,88"
597,"369,206"
598,"15,46"
599,"91,137"
600,"315,65"
601,"247,437"
602,"57,6"
603,"297,384"
604,"56,286"
605,"350,318"
606,"302,149,487"
607,"151,472"
608,"209,271"
609,"345,199"
610,"32,181"
611,"9,49"
612,"205,256"
613,"57,6"
614,"129,485"
615,"280,279"
616,"370,220"
617,"290,72"
618,"405,336"
619,"199,35"
620,"27,350"
621,"206,369"
622,"405,83"
623,"149,185"
624,"470,268"
625,"501,346"
626,"199,529"
627,"245,486"
628,"67,402"
629,"19,4,262"
630,"497,328"
631,"369,206"
632,"199,406"
633,"356,170"
634,"256,261"
635,"514,350"
636,"290,94"
637,"527,288"
638,"315,151"
639,"409,429,252"
640,"472,91"
641,"369,206,273"
642,"152,374"
643,"250,32"
644,"199,169"
645,"289,129"
646,"135,32"
647,"463,462"
648,"472,294"
649,"169,170"
650,"83,115,249"
651,"67,89"
652,"290,199"
653,"356,149"
654,"435,452"
655,"288,40"
656,"7,294"
657,"369,206,8"
658,"144,303"
659,"77,31"
660,"131,40"
661,"230,229"
662,"321,129"
663,"181,43"
664,"11,204"
665,"65,64"
666,"65,64,299"
667,"508,190"
668,"346,313"
669,"79,279"
670,"495,49"
671,"45,237"
672,"290,454"
673,"223,522"
674,"155,401"
675,"296,530"
676,"80,44"
677,"18,17"
678,"405,437"
679,"220,403"
680,"369,206"
681,"134,131,486"
682,"90,65"
683,"317,15"
684,"231,300"
685,"15,46"
686,"220,402"
687,"199,329"
688,"199,508"
689,"220,510"
690,"148,154"
691,"63,247"
692,"237,72"
693,"65,335"
694,"206,369"
695,"82,429"
696,"91,71"
697,"15,46"
698,"148,147"
699,"78,155"
700,"395,40"
701,"93,65"
702,"190,298"
703,"254,103"
704,"309,33"
705,"138,135"
706,"77,528"
707,"224,161"
708,"327,269,276"
709,"405,49"
710,"17,148"
711,"184,283"
712,"15,46,16"
713,"212,403,497"
714,"199,366"
715,"369,206"
716,"316,36"
717,"294,472"
718,"161,148"
719,"382,282"
720,"148,154"
721,"12,61"
722,"311,412"
723,"148,154"
724,"6,133"
725,"43,181"
726,"170,329"
727,"369,206"
728,"65,199"
729,"224,161"
730,"129,370"
731,"405,336"
732,"17,18"
733,"45,44"
734,"199,329"
735,"223,522"
736,"129,220"
737,"259,329"
738,"12,61"
739,"67,501"
740,"25,32"
741,"409,429,252"
742,"86,472"
743,"220,129"
744,"83,115"
745,"294,7"
746,"32,247"
747,"486,478"
748,"199,412"
749,"43,65"
750,"148,288"
751,"43,306"
752,"405,336"
753,"170,25"
754,"274,128"
755,"181,65"
756,"25,221"
757,"155,250"
758,"148,154"
759,"417,170"
760,"405,336"
761,"256,421"
762,"65,64"
763,"148,154"
764,"68,148"
765,"235,453"
766,"273,479"
767,"169,199"
768,"255,383"
769,"12,61,72"
770,"68,405"
771,"65,64"
772,"368,15"
773,"148,401"
774,"181,336"
775,"148,154"
776,"412,199"
777,"119,182"
778,"7,294"
779,"153,220"
780,"65,64"
781,"65,64"
782,"429,409,276"
783,"13,120"
784,"28,29"
785,"307,155"
786,"199,169"
787,"220,61"
788,"369,206"
789,"89,285"
790,"288,148"
791,"220,221"
792,"62,44,69"
793,"103,442"
794,"529,220"
795,"40,131"
796,"6,133,5"
797,"51,154"
798,"184,185,136"
799,"112,466"
800,"293,388"
801,"77,47"
802,"39,240"
803,"46,154"
804,"7,455"
805,"199,220"
806,"369,206"
807,"178,243"
808,"199,148"
809,"170,199"
810,"243,49"
811,"511,44"
812,"73,44"
813,"522,479"
814,"102,395"
815,"288,40"
816,"148,154"
817,"365,220"
818,"17,143"
819,"170,148"
820,"462,463"
821,"96,428"
822,"65,43"
823,"43,405"
824,"125,173"
825,"131,142,486"
826,"9,8"
827,"61,12"
828,"144,282"
829,"478,67"
830,"90,489"
831,"214,462"
832,"26,65"
833,"199,281"
834,"119,28"
835,"247,71"
836,"62,199"
837,"184,151,136"
838,"7,4"
839,"6,133,5"
840,"402,145"
841,"190,374"
842,"57,5,6"
843,"89,510"
844,"508,220"
845,"364,32"
846,"307,329"
847,"130,501"
848,"256,218"
849,"508,405"
850,"199,298"
851,"511,44"
852,"32,180"
853,"168,17"
854,"170,298"
855,"146,288"
856,"239,49"
857,"65,64,299"
858,"294,472"
859,"329,153"
860,"307,250"
861,"121,92"
862,"77,190"
863,"463,462"
864,"122,14"
865,"151,186"
866,"154,148"
867,"171,170"
868,"158,174"
869,"437,190"
870,"288,40"
871,"334,42"
872,"28,200"
873,"199,169"
874,"360,214,482"
875,"370,44"
876,"450,222"
877,"131,142,40"
878,"171,170"
879,"67,29"
880,"294,472"
881,"369,206,8"
882,"402,145"
883,"288,40"
884,"44,197"
885,"40,288"
886,"199,307"
887,"299,190"
888,"148,154"
889,"199,259"
890,"72,145"
891,"275,145"
892,"454,65"
893,"11,239"
894,"511,44"
895,"51,321"
896,"131,142"
897,"148,154"
898,"395,288"
899,"509,179"
900,"279,95"
901,"472,126"
902,"25,511"
903,"131,40"
904,"65,64"
905,"32,190"
906,"9,291"
907,"235,453"
908,"220,121"
909,"162,155"
910,"220,242"
911,"61,12,221"
912,"68,245"
913,"524,448"
914,"90,65"
915,"472,220"
916,"294,472"
917,"0,279"
918,"294,472"
919,"394,321"
920,"225,156"
921,"419,127"
922,"300,371"
923,"65,64"
924,"83,115,322"
925,"347,181"
926,"419,127"
927,"501,452"
928,"40,200"
929,"518,32"
930,"289,67"
931,"229,439"
932,"82,264"
933,"307,67"
934,"33,323"
935,"289,508"
936,"46,29"
937,"148,301"
938,"325,528"
939,"306,296"
940,"294,66"
941,"289,67"
942,"217,320"
943,"199,371"
944,"7,294,472"
945,"356,329"
946,"369,206"
947,"148,154"
948,"118,20"
949,"244,155"
950,"429,252"
951,"239,83"
952,"170,199"
953,"155,78"
954,"405,336"
955,"12,61"
956,"421,429"
957,"239,24"
958,"419,127"
959,"32,181"
960,"329,199"
961,"148,426"
962,"205,289"
963,"155,244"
964,"65,64"
965,"501,452"
966,"64,65"
967,"298,111"
968,"177,188"
969,"77,317"
970,"374,32"
971,"302,315"
972,"62,357"
973,"370,484"
974,"220,435"
975,"272,361,372"
976,"369,206"
977,"40,288"
978,"187,288"
979,"33,35"
980,"297,384"
981,"405,235"
982,"17,40"
983,"148,154"
984,"131,134"
985,"151,315"
986,"357,157"
987,"131,134,142"
988,"65,489"
989,"28,99"
990,"148,187"
991,"43,359"
992,"199,329"
993,"412,148"
994,"65,64,335"
995,"288,40"
996,"199,315"
997,"131,142,226"
998,"215,86"
999,"345,315"
1000,"341,340"
1001,"407,294"
1002,"373,304"
1003,"218,326"
1004,"502,7"
1005,"223,199"
1006,"148,154"
1007,"264,39"
1008,"270,296"
1009,"90,472"
1010,"370,184"
1011,"185,148"
1012,"257,148"
1013,"64,79"
1014,"148,154"
1015,"297,384"
1016,"243,91"
1017,"87,493"
1018,"199,62"
1019,"407,272"
1020,"501,1"
1021,"220,510"
1022,"235,453"
1023,"103,26"
1024,"375,70"
1025,"155,250"
1026,"359,511"
1027,"370,291"
1028,"148,154"
1029,"32,43"
1030,"416,176"
1031,"65,45"
1032,"151,186"
1033,"33,148"
1034,"199,148"
1035,"284,472"
1036,"15,3"
1037,"148,291"
1038,"17,40"
1039,"43,508"
1040,"77,25"
1041,"511,44"
1042,"297,384"
1043,"199,380"
1044,"90,489,65"
1045,"71,132"
1046,"148,288"
1047,"199,508"
1048,"220,129"
1049,"527,415"
1050,"65,64"
1051,"135,459"
1052,"220,510"
1053,"65,64"
1054,"185,184"
1055,"146,83"
1056,"220,221"
1057,"71,15"
1058,"301,86"
1059,"132,406"
1060,"242,43"
1061,"188,190"
1062,"405,336"
1063,"212,403"
1064,"288,179"
1065,"151,315"
1066,"44,39"
1067,"329,46"
1068,"224,65,64"
1069,"334,77"
1070,"6,5,133"
1071,"325,273"
1072,"239,65"
1073,"369,206"
1074,"68,148"
1075,"148,154"
1076,"89,350"
1077,"225,156"
1078,"247,324"
1079,"224,161"
1080,"506,173"
1081,"77,24"
1082,"23,246"
1083,"307,275"
1084,"307,155"
1085,"370,79"
1086,"413,277"
1087,"65,64"
1088,"426,188"
1089,"288,395"
1090,"294,472"
1091,"288,151"
1092,"382,282"
1093,"288,40"
1094,"199,169"
1095,"199,509"
1096,"268,148"
1097,"307,155"
1098,"288,40"
1099,"146,115"
1100,"469,352"
1101,"280,348"
1102,"275,99"
1103,"448,145"
1104,"104,148"
1105,"382,282"
1106,"89,73"
1107,"171,289"
1108,"279,11"
1109,"199,260"
1110,"65,64"
1111,"369,206"
1112,"405,336"
1113,"294,472"
1114,"171,170"
1115,"302,196"
1116,"148,217"
1117,"304,414"
1118,"195,274"
1119,"151,186"
1120,"65,64"
1121,"519,189"
1122,"427,509"
1123,"455,250"
1124,"68,148"
1125,"199,148"
1126,"148,154"
1127,"64,65"
1128,"405,90"
1129,"209,271"
1130,"369,206"
1131,"129,238"
1132,"429,409,252"
1133,"64,65,524"
1134,"205,59"
1135,"212,403,254"
1136,"148,154"
1137,"405,511"
1138,"220,498"
1139,"199,169"
1140,"405,336"
1141,"158,210"
1142,"220,221"
1143,"199,444"
1144,"61,12,72"
1145,"309,526"
1146,"207,190"
1147,"387,98"
1148,"89,440"
1149,"200,3"
1150,"32,294"
1151,"288,40"
1152,"44,45"
1153,"129,220"
1154,"402,145"
1155,"65,64"
1156,"67,129"
1157,"347,405"
1158,"103,14"
1159,"522,71"
1160,"171,170"
1161,"174,4"
1162,"289,63"
1163,"118,98"
1164,"383,340"
1165,"91,197"
1166,"148,170"
1167,"268,315"
1168,"355,416"
1169,"67,25"
1170,"497,475"
1171,"27,231"
1172,"472,294"
1173,"491,505"
1174,"297,384"
1175,"124,437"
1176,"242,65"
1177,"429,409,252"
1178,"93,64,299"
1179,"149,288"
1180,"171,170"
1181,"199,476,342"
1182,"383,340"
1183,"91,229"
1184,"514,281"
1185,"32,177"
1186,"220,221"
1187,"286,117"
1188,"290,220"
1189,"171,170"
1190,"32,42"
1191,"135,459"
1192,"65,135"
1193,"288,395"
1194,"383,421"
1195,"260,199"
1196,"294,472"
1197,"151,315"
1198,"129,308"
1199,"121,181"
1200,"59,205"
1201,"32,180"
1202,"340,32"
1203,"345,23"
1204,"49,65"
1205,"243,242"
1206,"235,453,369"
1207,"383,273"
1208,"220,510"
1209,"452,32"
1210,"199,186"
1211,"199,508"
1212,"64,65"
1213,"199,508"
1214,"27,231"
1215,"220,510"
1216,"164,32"
1217,"523,152"
1218,"405,119"
1219,"65,90,64"
1220,"199,494"
1221,"369,206"
1222,"148,154"
1223,"190,374"
1224,"131,142"
1225,"69,11"
1226,"309,307"
1227,"288,151"
1228,"193,40"
1229,"65,64,299"
1230,"32,190"
1231,"62,69"
1232,"497,380"
1233,"446,246"
1234,"25,329"
1235,"390,243"
1236,"220,510"
1237,"370,521"
1238,"402,328"
1239,"437,472"
1240,"276,471,269"
1241,"34,148"
1242,"344,269"
1243,"186,435"
1244,"11,220"
1245,"276,471,269"
1246,"199,314"
1247,"282,190"
1248,"65,64,299"
1249,"223,370"
1250,"205,59"
1251,"90,64,65"
1252,"158,148"
1253,"47,155"
1254,"224,161"
1255,"67,372"
1256,"174,4,7"
1257,"348,280"
1258,"508,412"
1259,"266,276"
1260,"148,288"
1261,"32,291"
1262,"65,64"
1263,"403,419"
1264,"511,44"
1265,"190,500"
1266,"17,18"
1267,"369,206,249"
1268,"231,335"
1269,"94,495"
1270,"102,34"
1271,"71,284"
1272,"56,126"
1273,"155,78"
1274,"329,170"
1275,"303,524"
1276,"199,17"
1277,"379,173"
1278,"386,135"
1279,"15,46"
1280,"405,32"
1281,"46,146"
1282,"65,405"
1283,"523,178"
1284,"311,148"
1285,"148,154"
1286,"484,370"
1287,"281,260"
1288,"501,452"
1289,"229,421"
1290,"220,129"
1291,"65,64"
1292,"32,180"
1293,"231,524"
1294,"148,32"
1295,"148,154"
1296,"6,133,5"
1297,"148,154"
1298,"148,17"
1299,"93,65"
1300,"67,289"
1301,"63,88"
1302,"158,385"
1303,"32,410"
1304,"122,294"
1305,"439,479"
1306,"412,472"
1307,"199,94"
1308,"329,339"
1309,"238,114"
1310,"153,401"
1311,"242,382"
1312,"276,90"
1313,"44,65"
1314,"250,91"
1315,"199,148"
1316,"430,32"
1317,"383,415"
1318,"199,223"
1319,"167,161"
1320,"65,64,299"
1321,"220,129"
1322,"33,340"
1323,"199,181"
1324,"350,137"
1325,"148,170"
1326,"55,283"
1327,"220,221"
1328,"379,173"
1329,"29,77"
1330,"79,64"
1331,"56,286"
1332,"199,148"
1333,"329,104"
1334,"511,261"
1335,"28,364"
1336,"436,343"
1337,"220,510"
1338,"148,154"
1339,"225,156"
1340,"199,148"
1341,"146,83,115"
1342,"274,405"
1343,"307,199"
1344,"245,220"
1345,"129,40"
1346,"199,509"
1347,"148,154"
1348,"32,459"
1349,"239,65"
1350,"405,336"
1351,"351,285"
1352,"9,366"
1353,"501,285"
1354,"287,321"
1355,"240,350"
1356,"190,32"
1357,"301,187"
1358,"32,472"
1359,"61,12,72"
1360,"60,437"
1361,"32,25"
1362,"81,321"
1363,"169,199"
1364,"148,154"
1365,"24,199"
1366,"129,206"
1367,"310,104"
1368,"500,190"
1369,"317,155"
1370,"409,252"
1371,"151,164"
1372,"44,524"
1373,"44,197"
1374,"95,387"
1375,"45,44"
1376,"148,154"
1377,"170,199"
1378,"32,190"
1379,"129,249"
1380,"44,45"
1381,"206,369"
1382,"148,154"
1383,"68,3"
1384,"158,148"
1385,"151,315"
1386,"96,1"
1387,"129,89"
1388,"205,59"
1389,"6,133,5"
1390,"17,18"
1391,"373,65"
1392,"170,148"
1393,"149,356,40"
1394,"169,148"
1395,"148,32"
1396,"44,511"
1397,"276,501"
1398,"103,49"
1399,"170,169"
1400,"186,315"
1401,"170,199"
1402,"294,472"
1403,"116,447,115"
1404,"45,95"
1405,"323,181"
1406,"18,332,17"
1407,"52,294"
1408,"364,294"
1409,"370,49"
1410,"33,298"
1411,"89,440"
1412,"24,442"
1413,"83,115"
1414,"220,129"
1415,"419,17"
1416,"51,101"
1417,"467,143"
1418,"6,133,5"
1419,"269,276,327"
1420,"32,20"
1421,"345,92"
1422,"151,315,324"
1423,"89,440"
1424,"71,303"
1425,"288,40"
1426,"199,412"
1427,"440,129"
1428,"61,12,72"
1429,"49,190"
1430,"370,109"
1431,"34,161"
1432,"511,91"
1433,"65,64,299"
1434,"91,220"
1435,"79,64"
1436,"307,99"
1437,"199,341"
1438,"49,117"
1439,"386,405"
1440,"96,33"
1441,"174,459"
1442,"337,513"
1443,"370,65"
1444,"61,12,221"
1445,"121,181"
1446,"67,231"
1447,"405,336"
1448,"129,405"
1449,"148,154"
1450,"276,471,327"
1451,"125,405"
1452,"437,109"
1453,"148,108"
1454,"65,64"
1455,"302,315"
1456,"67,294"
1457,"224,161"
1458,"199,34"
1459,"199,448"
1460,"32,268"
1461,"288,466"
1462,"61,12,221"
1463,"72,511"
1464,"43,326"
1465,"129,40"
1466,"387,488"
1467,"12,61,72"
1468,"369,206,8"
1469,"32,118"
1470,"385,136"
1471,"65,64"
1472,"383,341"
1473,"6,133,5"
1474,"294,472"
1475,"65,64,299"
1476,"493,137"
1477,"294,472,407"
1478,"276,348"
1479,"186,151"
1480,"32,143"
1481,"370,220"
1482,"472,32"
1483,"276,471"
1484,"49,181"
1485,"102,127"
1486,"430,480"
1487,"62,207"
1488,"199,357"
1489,"131,40"
1490,"147,217"
1491,"65,64"
1492,"65,43"
1493,"429,409"
1494,"123,32"
1495,"155,307"
1496,"92,405"
1497,"414,77"
1498,"87,137"
1499,"131,142,226"
1500,"24,220"
1501,"158,85"
1502,"356,329"
1503,"220,221"
1504,"307,155"
1505,"56,126"
1506,"199,405"
1507,"257,381"
1508,"148,396"
1509,"400,213"
1510,"40,288"
1511,"307,170"
1512,"104,315"
1513,"369,206,479"
1514,"199,119"
1515,"28,148"
1516,"337,528"
1517,"511,396"
1518,"197,44"
1519,"32,99"
1520,"73,99"
1521,"242,181"
1522,"148,288"
1523,"384,49"
1524,"65,64,299"
1525,"256,11"
1526,"49,181"
1527,"65,64,299"
1528,"212,403"
1529,"39,82"
1530,"32,20"
1531,"220,221"
1532,"65,43,64"
1533,"43,65"
1534,"61,12"
1535,"220,65"
1536,"179,329"
1537,"417,329"
1538,"509,179"
1539,"15,148"
1540,"91,264"
1541,"199,148"
1542,"148,154"
1543,"138,153"
1544,"62,181"
1545,"129,128"
1546,"244,132"
1547,"153,32"
1548,"370,67,220"
1549,"65,64,299"
1550,"150,113"
1551,"294,472"
1552,"315,204"
1553,"294,472"
1554,"148,154"
1555,"32,220"
1556,"199,223"
1557,"288,40"
1558,"220,65"
1559,"190,154"
1560,"340,296"
1561,"65,64"
1562,"148,154"
1563,"63,151"
1564,"115,83,322"
1565,"170,152"
1566,"44,511"
1567,"276,27,471"
1568,"91,268"
1569,"206,369,8"
1570,"65,64,299"
1571,"496,405"
1572,"17,40"
1573,"306,296"
1574,"83,115"
1575,"220,83"
1576,"461,137"
1577,"148,32"
1578,"129,128"
1579,"199,223"
1580,"20,190"
1581,"153,401"
1582,"65,181"
1583,"32,30"
1584,"148,154"
1585,"288,40"
1586,"65,64"
1587,"158,85"
1588,"220,242"
1589,"387,36"
1590,"186,288"
1591,"45,44"
1592,"169,199"
1593,"171,170"
1594,"43,189"
1595,"171,170"
1596,"437,195"
1597,"32,217"
1598,"158,122"
1599,"390,72"
1600,"199,24"
1601,"151,186"
1602,"370,65"
1603,"205,59"
1604,"414,159"
1605,"500,56"
1606,"40,288"
1607,"306,405"
1608,"460,307"
1609,"15,16"
1610,"49,181"
1611,"151,77"
1612,"303,137"
1613,"148,154"
1614,"199,281"
1615,"190,7"
1616,"361,272"
1617,"63,49"
1618,"190,148"
1619,"220,65"
1620,"148,154"
1621,"199,259"
1622,"431,199"
1623,"420,336"
1624,"353,520"
1625,"370,220"
1626,"387,425"
1627,"32,166"
1628,"307,186"
1629,"131,159,134"
1630,"65,64"
1631,"131,142,486"
1632,"285,405"
1633,"148,154"
1634,"61,12,72"
